3.679699182182856276e+01
1.003388181459682897e+02
# ;
3.679706677454341701e+01
1.003388105462241526e+02
# ;
3.679704121354934188e+01
1.003387899483775954e+02
# ;
3.679711528121951858e+01
1.003386449985790989e+02
# ;
3.679689415287695908e+01
1.003378127476915296e+02
# ;
3.679676193113537863e+01
1.003379010455321634e+02
# ;
3.679653418398995512e+01
1.003370568704203123e+02
# ;
3.679626516948177795e+01
1.003372450302471464e+02
# ;
3.679644447909595328e+01
1.003371573979283085e+02
# ;
3.679618094872802914e+01
1.003374468110418434e+02
# ;
3.679601628883612108e+01
1.003364488136072765e+02
# ;
3.679596800150650893e+01
1.003363053499830926e+02
# ;
3.679589300250749062e+01
1.003361357181994435e+02
# ;
3.679581192860341332e+01
1.003359319958615998e+02
# ;
3.679583570238109758e+01
1.003357882688789431e+02
# ;
3.679577966866720118e+01
1.003355643153972210e+02
# ;
3.679572440020611879e+01
1.003354320505108177e+02
# ;
3.679565324555195360e+01
1.003353310125148852e+02
# ;
4.210983385912607702e+01
8.438890707193813512e+01
# ;
4.211210723349711316e+01
8.438204451148976659e+01
# ;
4.133514170162219159e+01
8.502318434776077538e+01
# ;
4.015392491148422494e+01
8.322063793493394712e+01
# ;
3.790513058024831139e+01
8.101562573764924480e+01
# ;
3.337824356691737648e+01
7.951000042879107355e+01
# ;
2.916580750948862999e+01
8.225506729211265622e+01
# ;
2.621869971403637578e+01
8.370226495750183915e+01
# ;
2.095615524226000659e+01
8.625013326967234661e+01
# ;
2.086905857518934226e+01
8.628737532428634438e+01
# ;
2.029924504832273513e+01
8.419965124228816933e+01
# ;
1.978222275617750725e+01
8.268397751613204605e+01
# ;
2.027056032711904621e+01
8.230668513502386929e+01
# ;
2.128723154904215420e+01
8.143060841435601560e+01
# ;
2.138099639975517974e+01
8.129869994698263724e+01
# ;
2.161524803073701406e+01
8.121150685342318809e+01
# ;
2.170019174544852802e+01
8.122049046517143722e+01
# ;
2.173477021585501845e+01
8.123841113674951941e+01
# ;
2.387606667908758595e+01
8.097781741777531295e+01
# ;
2.689196021905451062e+01
8.225284076981802173e+01
# ;
2.957968927709054086e+01
8.464108149528610170e+01
# ;
3.564244607218984839e+01
8.737772861116201284e+01
# ;
3.528522126878647214e+01
8.179474828292202915e+01
# ;
3.694346013798437411e+01
8.566569966896059896e+01
# ;
4.370122181013841356e+01
8.002024965627364850e+01
# ;
4.481377355683078179e+01
8.292081391256054701e+01
# ;
5.103396528339443705e+01
8.818928831825360248e+01
# ;
5.759990695711267250e+01
9.541974533387146096e+01
