7.801493345059029139e+00,1.521524432693293892e-09,2.972881185868700413e+02,-2.274492765911347192e+01,5.438017701238294943e-07
1.521524432693287274e-09,7.801493345059029139e+00,2.274492833522756996e+01,2.972881186183522004e+02,5.438017701238294943e-07
2.972881185868698140e+02,2.274492833522756996e+01,1.289790587039159436e+04,7.494771950860011937e-05,1.151976058892716038e-04
-2.274492765911347192e+01,2.972881186183519731e+02,7.494771859910541760e-05,1.289790588438124541e+04,1.264495455442211480e-04
5.438017701238294943e-07,5.438017701238294943e-07,1.151976058892716174e-04,1.264495455442211480e-04,8.533352769128040904e+01
# ;
8.657543508353370498e+00,9.836415787606021741e-09,1.247084884179409983e+02,-2.583659606787782081e+01,2.923241922248986658e-06
9.836415803612720982e-09,8.657543507210498035e+00,2.583659934141778081e+01,1.247084885963167835e+02,2.789239254570419728e-06
1.247084884179408846e+02,2.583659934141780923e+01,2.324506344287387037e+03,3.363857386091239753e-04,4.716929368413724463e-04
-2.583659606787784924e+01,1.247084885963167835e+02,3.363857381543766244e-04,2.324506452978665038e+03,5.412473870238399681e-04
2.923241922248986658e-06,2.789239254570419728e-06,4.716929368413723921e-04,5.412473870238399681e-04,8.533417583853433541e+01
# ;
6.525571384377139239e+00,6.503453954194083321e-08,6.646427724148810512e+01,-1.952937665938954837e+01,8.490135160918530887e-06
6.503453952853854852e-08,6.525571380562514179e+00,1.952938620745175058e+01,6.646427693121334812e+01,8.136923789353086293e-06
6.646427724148811933e+01,1.952938620745175058e+01,9.433023891933028153e+02,4.361108380976474585e-04,6.640475377981543918e-04
-1.952937665938955547e+01,6.646427693121336233e+01,4.361108379839606208e-04,9.433023868622638020e+02,6.396118199322241120e-04
8.490135160918530887e-06,8.136923789353089681e-06,6.640475377981542833e-04,6.396118199322241120e-04,8.533448188725579087e+01
# ;
9.733970947952798269e+00,1.999507624426541952e-01,1.311477159312671574e+02,-3.674446048952995625e+01,6.999521655657545702e-07
1.999507624421994478e-01,9.730401496475565182e+00,2.142680801242750022e+01,1.291991009479461354e+02,5.826205593638259309e-07
1.311477159312635195e+02,2.142680801242750022e+01,3.394003825295279967e+03,2.879240874375100248e+02,6.410478436295020347e-04
-3.674446048953177524e+01,1.291991009479461354e+02,2.879240874375391286e+02,3.548421845741104335e+03,9.070637837274642731e-04
6.999521655657003601e-07,5.826205593637988258e-07,6.410478436295013842e-04,9.070637837274637310e-04,8.533482748251030614e+01
# ;
8.307972946839250028e+00,1.423975336884018006e-01,2.205130102906252887e+02,-3.264077399320497364e+01,1.752770312005408581e-06
1.423975336883902543e-01,8.587021234599369279e+00,1.539436352159012245e+01,2.021144864868363129e+02,1.589775534838777749e-06
2.205130102906255161e+02,1.539436352158867294e+01,1.048022855593081476e+04,5.894420884944347563e+02,2.547598930541318031e-04
-3.264077399320345307e+01,2.021144864868365403e+02,5.894420884942355769e+02,1.167440006592190184e+04,3.027274341617925942e-04
1.752770312005422134e-06,1.589775534838762502e-06,2.547598930541300683e-04,3.027274341617944373e-04,8.533404746805943830e+01
# ;
8.160105570015183218e+00,1.220759238615922726e-01,2.029074446682004691e+02,-2.736321435846308958e+01,1.772293337410610052e-06
1.220759238615904962e-01,8.416166124826780504e+00,2.034718405691253906e+01,1.936246946863241192e+02,1.580331183513266464e-06
2.029074446682003554e+02,2.034718405691276644e+01,8.929980217447784526e+03,3.142331615545253953e+02,2.258706794755882660e-04
-2.736321435846338090e+01,1.936246946863241192e+02,3.142331615545001569e+02,9.527816823074768763e+03,2.527834191620984992e-04
1.772293337410611746e-06,1.580331183513263076e-06,2.258706794755884829e-04,2.527834191620982824e-04,8.533398630839253940e+01
# ;
8.184657278200944575e+00,8.178481514010726983e-02,1.998574565289802649e+02,-2.725150879972534312e+01,1.806018510420844683e-06
8.178481514010682574e-02,8.350646549852648093e+00,2.075177188409475093e+01,1.921171603973533593e+02,1.616139065551215387e-06
1.998574565289801512e+02,2.075177188409475093e+01,8.378536914377902576e+03,2.449455106238137887e+02,2.305250268379916876e-04
-2.725150879972539997e+01,1.921171603973534729e+02,2.449455106238144708e+02,8.882250865495134349e+03,2.585921196922663862e-04
1.806018510420846377e-06,1.616139065551215387e-06,2.305250268379916605e-04,2.585921196922663862e-04,8.533397875841581026e+01
# ;
9.180136158206821051e+00,3.090583182933048789e-02,1.502904438202358506e+02,-2.953007121332132101e+01,2.535334465975466094e-06
3.090583182933226425e-02,9.189509190094540259e+00,2.541777774020431480e+01,1.492602360933624368e+02,2.396391076392266747e-06
1.502904438202360780e+02,2.541777774020425795e+01,4.029617865036409057e+03,1.952012666588640855e+02,4.703400408977308125e-04
-2.953007121332126417e+01,1.492602360933622094e+02,1.952012666588649950e+02,4.189182792988878646e+03,6.036709423362291750e-04
2.535334465975466094e-06,2.396391076392266747e-06,4.703400408977308125e-04,6.036709423362290666e-04,8.533451432804402259e+01
# ;
8.971934500554894498e+00,7.343171331222309028e-03,1.921997248944524017e+02,-2.727359661138274305e+01,1.876195319273220210e-06
7.343171331222309028e-03,8.991426384619870760e+00,2.558506502564253537e+01,1.900738435816542733e+02,1.832833928877279531e-06
1.921997248944524017e+02,2.558506502564259222e+01,5.758247347493030247e+03,1.224130943983714275e+02,3.095865637869836106e-04
-2.727359661138277147e+01,1.900738435816542733e+02,1.224130943983696085e+02,5.988982772798022779e+03,3.797065388759942282e-04
1.876195319273220210e-06,1.832833928877276142e-06,3.095865637869836648e-04,3.797065388759942282e-04,8.533416473013534187e+01
# ;
7.846423702676254663e+00,-1.143583411800638827e-02,2.677769496593390386e+02,-2.246719350652823266e+01,9.554021195470667665e-07
-1.143583411800641603e-02,7.834091554748408015e+00,2.357844139130270378e+01,2.689226852904670295e+02,9.709192683458273591e-07
2.677769496593391523e+02,2.357844139130271799e+01,1.247561158053976396e+04,-1.030000477938783376e+01,1.363906479878714906e-04
-2.246719350652821845e+01,2.689226852904670295e+02,-1.030000477938919801e+01,1.241115299017680081e+04,1.489443074940544455e-04
9.554021195470659195e-07,9.709192683458273591e-07,1.363906479878714906e-04,1.489443074940544726e-04,8.533366858874370564e+01
# ;
9.528501329762121941e+00,-2.371151819690053841e-04,1.356454582579735870e+02,-2.844698064938177140e+01,2.248837213725229359e-06
-2.371151819690331397e-04,9.529114029964176780e+00,2.848506495913170511e+01,1.355849902618087981e+02,2.213271182488154741e-06
1.356454582579735870e+02,2.848506495913170511e+01,2.582719540468933701e+03,-3.310453417384070285e+00,6.049762983652054969e-04
-2.844698064938188509e+01,1.355849902618087981e+02,-3.310453417388617758e+00,2.587132242327315907e+03,8.603794855147311581e-04
