9.090909091776285811e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.090909091776285811e-01
# ;
9.502534653118774877e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.502534653118774877e-01
# ;
4.640237609316920420e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.640237608988470264e+00
# ;
3.174523380441339526e+00,7.616219639883714185e-03
7.616219639883714185e-03,3.181377940615705224e+00
# ;
2.411721825675080311e+00,7.468884546671429765e-03
7.468884546671430633e-03,2.424953254577425277e+00
# ;
1.947800851828705770e+00,9.231946423208910180e-03
9.231946423208910180e-03,1.970247853334432309e+00
# ;
1.635484045678441412e+00,1.000496674729937051e-02
1.000496674729937224e-02,1.662397932775080189e+00
# ;
1.412140342669230053e+00,1.167393690380964626e-02
1.167393690380964626e-02,1.437691104646076079e+00
# ;
1.239225940506200274e+00,9.466920561567924303e-03
9.466920561567926037e-03,1.260650102841118114e+00
# ;
1.103918069565173798e+00,7.380353206076149288e-03
7.380353206076150155e-03,1.120561279241722330e+00
# ;
9.957916610273505054e-01,5.930244488136156809e-03
5.930244488136156809e-03,1.009275961473229399e+00
# ;
9.062258616884637519e-01,4.959093161476460163e-03
4.959093161476460163e-03,9.178368028523635758e-01
# ;
8.570520970821253748e-01,8.664545809089726700e-03
8.664545809089726700e-03,8.462985199323787011e-01
# ;
4.365072567056352604e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.000550322904558698e+00
# ;
3.038670740379855406e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.857423624739029222e+00
# ;
4.214308812963737161e+00,2.448501448040651951e-03
2.448501448040651084e-03,4.338446410669424935e+00
# ;
5.444763037968257890e+00,1.443150666827702544e+00
1.443150666827703432e+00,4.280755709761280059e+00
# ;
3.809572414097117665e+00,8.005046978680030456e-01
8.005046978680032677e-01,3.009740523596652118e+00
# ;
2.935549407523422971e+00,4.085405035540339846e-01
4.085405035540340402e-01,2.336495974278196996e+00
# ;
3.281896139910153387e+00,1.519963027483341861e-02
1.519963027483341861e-02,3.308390702585682241e+00
# ;
3.056807784603315259e+00,8.619886059380594823e-01
8.619886059380594823e-01,3.847605685578183721e+00
# ;
2.357049045737120707e+00,5.176828464509617422e-01
5.176828464509617422e-01,2.796794314248406188e+00
# ;
1.895558251108907299e+00,3.283821626806616711e-01
3.283821626806616711e-01,2.175114514707778390e+00
# ;
1.589524711466375528e+00,2.267774738870946549e-01
2.267774738870946549e-01,1.783663183440243438e+00
# ;
1.369984537078030806e+00,1.657187523150348563e-01
1.657187523150348563e-01,1.512615877398409303e+00
# ;
1.205516763286496262e+00,1.261636057083090623e-01
1.261636057083090623e-01,1.314852074281771532e+00
# ;
1.075713107118116074e+00,9.928474717853821851e-02
9.928474717853821851e-02,1.161835557490630721e+00
# ;
9.746572124895419575e-01,7.945601870212702644e-02
7.945601870212702644e-02,1.043017589551486157e+00
# ;
8.931662282938336306e-01,6.535384892408289959e-02
6.535384892408289959e-02,9.463127211261470606e-01
# ;
8.289122095265515355e-01,5.456096051354691889e-02
5.456096051354691889e-02,8.679584104723903071e-01
# ;
7.678833892329492983e-01,4.630420517589699247e-02
4.630420517589699247e-02,7.997129703389961319e-01
# ;
7.213729728791508089e-01,4.090359269038867235e-02
4.090359269038867235e-02,7.441535635136573568e-01
# ;
6.768630374801629657e-01,3.613808573174021738e-02
3.613808573174021738e-02,6.950850701655114650e-01
# ;
6.398273250068985396e-01,3.241008962601217569e-02
3.241008962601217569e-02,6.538353989445325753e-01
# ;
6.080001502943331859e-01,2.948990250532683433e-02
2.948990250532683433e-02,6.169852844576169115e-01
# ;
5.765492715308051519e-01,2.658997854622028104e-02
2.658997854622028104e-02,5.828940290513511258e-01
# ;
5.481225060969170393e-01,2.407362528321905365e-02
2.407362528321905365e-02,5.525010300513414352e-01
# ;
5.254161966718314813e-01,2.218828502175535650e-02
2.218828502175535997e-02,5.260312708657676195e-01
# ;
5.025057509143742163e-01,2.033232307518241869e-02
2.033232307518241869e-02,5.011839415480076054e-01
# ;
4.914433772582117443e-01,1.942513987937114633e-02
1.942513987937114633e-02,4.818306053144412737e-01
# ;
4.825067117642431458e-01,1.646700896428832800e-02
1.646700896428832800e-02,4.641819885957049752e-01
# ;
4.689850379789681778e-01,1.413292645647846318e-02
1.413292645647846318e-02,4.467153364597072907e-01
# ;
4.595718845668649299e-01,1.374166089604269073e-02
1.374166089604269073e-02,4.308919794678288118e-01
# ;
4.519761995599980708e-01,1.356385182703293522e-02
1.356385182703293696e-02,4.168216380264074261e-01
# ;
4.804397318604763378e-01,1.581388449116058817e-02
1.581388449116058817e-02,4.095834049038609148e-01
# ;
6.408735489652833683e-01,2.512290368734657747e-02
2.512290368734657747e-02,4.222165903258700004e-01
# ;
9.039739206169676855e-01,3.645833001454812372e-02
3.645833001454812372e-02,4.450191837573677645e-01
# ;
3.024346472102808825e+00,3.163910816126191961e-01
3.163910816126191961e-01,7.166662558954515205e-01
# ;
4.922673578354464397e+00,5.511381667078059099e-01
5.511381667078057989e-01,1.500560161456242270e+00
# ;
4.406215771566813544e+00,2.169639064709619758e-01
2.169639064709619758e-01,2.187862096348700991e+00
# ;
3.350188758719991000e+00,6.610107294481271101e-02
6.610107294481272489e-02,2.098001590039554110e+00
# ;
2.675509153185285705e+00,2.457647206229919210e-02
2.457647206229919210e-02,1.843215671242709242e+00
# ;
2.848929367515600219e+00,2.168844994978391325e-02
2.168844994978391671e-02,1.752749265700971115e+00
# ;
2.720565994531528364e+00,9.580239188758925273e-02
9.580239188758923885e-02,1.640640624168752559e+00
# ;
2.183083895396809027e+00,9.294575814571677530e-02
9.294575814571677530e-02,1.451923621680525800e+00
# ;
1.976913213363353350e+00,9.115219589347024753e-02
9.115219589347024753e-02,1.341429738616149780e+00
# ;
2.649436586338173250e+00,1.351581955203426944e-01
1.351581955203426944e-01,1.476994030031679062e+00
# ;
2.527176189054372468e+00,9.876247683148323131e-02
9.876247683148323131e-02,1.490194247586607013e+00
# ;
2.017283116333659088e+00,4.748161101995884009e-02
4.748161101995884009e-02,1.360387558331248581e+00
# ;
2.115838500215911910e+00,3.494383974577915108e-02
3.494383974577915108e-02,1.355215898565768518e+00
# ;
2.233806273587637836e+00,2.605612207362495436e-02
2.605612207362495436e-02,1.378923301323398798e+00
# ;
2.304491554084489024e+00,1.474912924335089991e-02
1.474912924335089991e-02,1.402710797285494859e+00
# ;
1.883697841983821508e+00,3.410995882945552608e-03
3.410995882945552608e-03,1.289519590310534980e+00
# ;
2.777574527274859761e+00,4.745098174694719088e-04
4.745098174694719088e-04,1.475886051782065334e+00
# ;
2.103898637026218488e+00,-2.792676435855384783e-03
-2.792676435855384783e-03,1.372013120437836520e+00
# ;
2.178029448342289953e+00,-5.097598130102055924e-03
-5.097598130102055057e-03,1.361218609026159987e+00
# ;
1.740516779261938929e+00,-3.621785541656923069e-03
-3.621785541656923069e-03,1.225401215209547701e+00
# ;
2.424138639425864827e+00,-6.840976270336531287e-03
-6.840976270336531287e-03,1.319966334564708799e+00
# ;
