6.608997063788263349e-01
1.792711293201868228e-01
1.598291643009867868e-01
# ;
1.267996498792315786e-210
3.928421054113459263e-24
1.000000000000000000e+00
# ;
9.981805810836946735e-01
2.459633868563531267e-10
1.819418670341745817e-03
# ;
9.894380093209681482e-01
6.677422511712429939e-03
3.884568167319320427e-03
# ;
9.742563470883676136e-01
1.541838257382271982e-02
1.032527033780957990e-02
# ;
9.726527261802787594e-01
1.713674437172298809e-02
1.021052944799823343e-02
# ;
9.752871361770089065e-01
1.606152934666169735e-02
8.651334476329337192e-03
# ;
9.918824861046754426e-01
5.302903783636635920e-03
2.814610111687843377e-03
# ;
9.955434213123642850e-01
2.623941372371012357e-03
1.832637315264827940e-03
# ;
9.926664007750969354e-01
4.110698300014622823e-03
3.222900924888393200e-03
# ;
9.978038644913159727e-01
1.183061494254256671e-03
1.013074014429942576e-03
# ;
9.827603047793325164e-01
8.934877867149148417e-03
8.304817353518378562e-03
# ;
3.374799347719050870e-157
5.810248128964922219e-33
1.000000000000000000e+00
# ;
1.000000000000000000e+00
6.778049994983935026e-124
5.151616547461056707e-31
# ;
2.683436545970278875e-35
4.801937716844045800e-01
5.198062283155955310e-01
# ;
1.124872396317661005e-01
3.007115786325681312e-10
8.875127600675223327e-01
# ;
8.147429300795038243e-01
4.331973442519955822e-03
1.809250964779762216e-01
# ;
8.363931424493166178e-01
8.264688740589365423e-02
8.095997014478976961e-02
# ;
1.673240273100857487e-13
9.899335426730522247e-01
1.006645732678048202e-02
# ;
2.413767733395021930e-01
6.971006921990408056e-01
6.152253446145704990e-02
# ;
9.332029121394678217e-01
2.559746025620402224e-02
4.119962760432824972e-02
# ;
9.919634358189696188e-01
3.337152522495883279e-03
4.699411658534427202e-03
# ;
9.823661544307036309e-01
9.422098483911079889e-03
8.211747085385254566e-03
# ;
9.920761056434770353e-01
4.407431550837644443e-03
3.516462805685504137e-03
# ;
9.863723898646710175e-01
7.909460052965465449e-03
5.718150082363407730e-03
# ;
9.969719222588001584e-01
1.724605480095959013e-03
1.303472261103832963e-03
# ;
9.851826378137112927e-01
8.392403718950851646e-03
6.424958467337895524e-03
# ;
9.906670617870640960e-01
5.364977460263356014e-03
3.967960752672605208e-03
# ;
9.738207246929966310e-01
1.602345055552831590e-02
1.015582475147504965e-02
# ;
9.952127218399071662e-01
2.899794917759847095e-03
1.887483242333163648e-03
# ;
9.817412763791343311e-01
1.059814775140082918e-02
7.660575869465014072e-03
# ;
9.911177479633745957e-01
5.208890058340208407e-03
3.673361978285092679e-03
# ;
9.788220445869756370e-01
1.298306708392384969e-02
8.194888329100619151e-03
# ;
9.884024454979966068e-01
7.134887539704357073e-03
4.462666962299165381e-03
# ;
9.939758419398587730e-01
3.566745603578444241e-03
2.457412456562739402e-03
# ;
9.941684061941270523e-01
3.258435535669728690e-03
2.573158270203253738e-03
# ;
9.916166774112473714e-01
4.613390716587306185e-03
3.769931872165229163e-03
# ;
9.954521702861912624e-01
2.472159710443168085e-03
2.075670003365572523e-03
# ;
9.738005327325570670e-01
1.504996795128364998e-02
1.114949931615930381e-02
# ;
9.852412243263173330e-01
8.593439742672603562e-03
6.165335931009903805e-03
# ;
9.899230577716107149e-01
5.910926656725181555e-03
4.166015571664098346e-03
# ;
9.895773512964199936e-01
5.963558202120140816e-03
4.459090501459937565e-03
# ;
9.879341213917621767e-01
6.868976911201462969e-03
5.196901697036244126e-03
# ;
9.478915190678398606e-01
3.188402705058100001e-02
2.022445388157930943e-02
# ;
8.990416638594964649e-01
6.617125555996730690e-02
