4.073788725172011027e+01
1.122775916937651743e+02
1.060340242516248509e+03
2.922401156203319260e+03
# ;
4.904199138164185712e+01
1.233128837908509183e+02
3.856704623554065847e+02
7.361763172585697248e+02
# ;
4.100786687407066466e+01
1.021136912074417182e+02
-2.261294155323908228e+01
-3.267997689939467705e+02
# ;
4.091418971987507547e+01
1.113016508423355901e+02
-5.629254882513819780e+00
4.670678233539860003e+01
# ;
4.099206669882434539e+01
1.041536908620276165e+02
5.509861934138431394e+00
-1.323600341313012336e+02
# ;
5.274449433176892654e+01
1.000498767838511185e+02
4.159981028124253157e+02
-1.627941087022535385e+02
# ;
4.474017707236497188e+01
1.018776613002886933e+02
1.449170750870962365e+00
-1.668912450091690403e+01
# ;
4.102846448407579771e+01
1.029929567225614875e+02
-1.424302399368249326e+02
3.524305383088553612e+01
# ;
7.388229857652891752e+00
2.163846394138282392e+01
-5.362683491409179624e+02
-1.119086787635422979e+03
# ;
-4.331743760496845397e+00
-3.558074348449179469e-01
-6.750770949737635647e+02
-8.713933348436096367e+02
# ;
8.572936666045791299e+00
5.216823990835134595e+01
-4.014123457986643757e+02
-1.654412411502084979e+02
# ;
3.188723324601957287e+01
1.195512911748616034e+02
4.922275007253915646e+02
1.958616487175247812e+03
# ;
4.396207553288045489e+01
1.194775687252335956e+02
5.865946163407121503e+02
9.725792426203720424e+02
# ;
9.932881822167161090e-02
3.120251653974719375e-01
-6.133481778442946961e+02
-1.926732544134475347e+03
# ;
2.302982191683316415e+01
6.068694590846135384e+01
-1.349048521087648851e+02
-2.516642401743001756e+02
# ;
4.071855504578935836e+01
1.003316951072927736e+02
8.389967878328709503e+02
1.992239156843036881e+03
# ;
4.503649621687927862e+01
1.097928416743748130e+02
2.854689362622758608e+02
5.721772930743561574e+02
# ;
3.007123025862309618e+01
8.907870099027101674e+01
-2.843714317923599424e+02
-3.141967152649004902e+02
# ;
2.653410147435030808e+01
8.539767200702208072e+01
-2.631842418081253641e+02
-2.843834021895455066e+02
# ;
2.757181030133476440e+01
8.299415028893976398e+01
-7.243979751431595560e+01
-1.175287914364753306e+02
# ;
3.092336585325089260e+01
8.599652998610547172e+01
1.468579481628869416e+02
6.649765701908219917e+00
# ;
3.101733809079626880e+01
8.600101769525574014e+01
3.011764464221623427e+01
8.005996707396243472e-01
# ;
2.905702089894504425e+01
8.507163079019343854e+01
-5.256625096951212583e+01
-7.245200356946905629e+01
# ;
2.899885855889407793e+01
8.598836901399957355e+01
-9.666235296021101320e+00
1.161436973976740816e+01
# ;
2.900103459170106390e+01
8.599947592025185372e+01
-5.750846036649936543e+00
3.212929708062797651e+00
# ;
2.900183810893045688e+01
8.599897048139436606e+01
-7.128809262664563384e+00
3.992981478347613411e+00
# ;
2.808845049654694392e+01
8.599075110696162483e+01
-1.018921043109550624e+02
1.071723536342499550e+01
# ;
2.800073240643495254e+01
8.402210041209579572e+01
-2.647452819461887330e+01
-5.737944803762967183e+01
# ;
2.700658788200632898e+01
8.300738670832957666e+01
-3.436158651436291223e+01
-4.500215880958485570e+01
# ;
2.698786189334741792e+01
8.213337267847602163e+01
-2.468916533815959724e+01
-9.285229273083078283e+01
# ;
2.698389116207437155e+01
8.188032296166085189e+01
-2.911345988090303649e-01
-1.344576528617577083e+01
# ;
2.699874013132000172e+01
8.190485145624320751e+01
1.964006034636983644e-01
-4.004520849922769798e+00
# ;
2.700087957834819008e+01
8.197603821949140013e+01
2.399064561630245840e-02
5.104836687237721549e-01
# ;
2.700035788613197596e+01
8.200074612555170006e+01
-1.312592915772644309e-01
1.377949773538879041e-01
# ;
2.700194321764661254e+01
8.200805488429450918e+01
-1.043879794991337651e+00
-3.923560599762049073e+00
# ;
2.700003662068885646e+01
8.200026944978723975e+01
-5.550675274891765376e-01
-2.317221117061397884e+00
# ;
2.700007421574218469e+01
8.200033356024555076e+01
-4.060448103260704267e-01
-1.808981211654321797e+00
# ;
2.700059488308143685e+01
8.200278237510779888e+01
-1.041275303552509524e+00
-4.868937088773458655e+00
# ;
2.700010640902738501e+01
8.200052460931740939e+01
-4.271031623911238917e-01
-2.083696281387329652e+00
# ;
2.798956637128114266e+01
8.200067581914881032e+01
3.253845872212944812e+01
-2.157731821409606621e+00
# ;
2.899338406797403422e+01
8.200022422281773515e+01
3.619590804696531450e+01
-1.271457524320299015e+00
# ;
2.986812239158244253e+01
8.200345904840942524e+01
1.835534449553670129e+02
-4.845904813807391243e+00
# ;
3.103833711869702938e+01
8.199869670668464039e+01
4.816799216722564836e+01
-8.835145603217564592e-01
# ;
3.299554360737707981e+01
8.199658071985764707e+01
4.753858652543317476e+01
-2.571365590575221960e-01
# ;
3.413978481765354900e+01
8.273702132353103877e+01
4.106832839806698843e+01
1.047147990350730673e+01
# ;
3.658090009321594493e+01
8.303858525862543161e+01
5.274788760963281220e+01
9.401134143146959943e+00
# ;
3.816675824459487387e+01
8.357345973984129728e+01
6.254960983656378204e+01
1.383561290853277015e+01
# ;
4.135730921657766146e+01
8.415185178233168983e+01
5.656963188840855850e+01
1.140513498701406192e+01
# ;
4.266874156416787400e+01
8.465507631740820216e+01
5.897360232038181493e+01
1.379644070069257111e+01
# ;
4.481884104129589730e+01
8.551523974059325894e+01
6.013645532279794281e+01
1.685550756056676036e+01
# ;
4.611932004807379570e+01
8.583447155709171739e+01
6.392927485704763058e+01
1.757328792603775369e+01
# ;
4.860259690652577547e+01
8.627569599035111025e+01
6.592171340963588477e+01
1.619762548267498659e+01
# ;
5.030066336797257520e+01
8.695237843160248303e+01
5.919185583858642730e+01
1.639172129872082451e+01
# ;
5.138404405483867521e+01
8.668584241722723505e+01
5.069674466369045263e+01
3.406426861431405939e+00
# ;
5.162958228375921266e+01
8.697512628235521959e+01
1.577717604640689331e+01
4.436634913113639556e+00
# ;
5.383605872108491752e+01
8.701655909852171078e+01
4.442349629034149672e+01
1.460202111223256605e+00
# ;
5.511801761591529925e+01
8.701568940716073541e+01
3.815918828297704124e+01
6.322102057850569334e-01
