3.143424515828450727e-01
2.824160018312669718e-01
# ;
1.374580210802422320e+00
1.009809120659882931e+00
# ;
1.283480638077209912e+00
7.529781521633032160e-01
# ;
7.569769529637907501e-01
4.448926703225735690e-01
# ;
4.796990122034771598e-01
2.818971274097782920e-01
# ;
1.946897915218479547e+00
1.162813641095160611e+00
# ;
3.214752076251856799e-02
3.018831670222494115e-02
# ;
3.454659191429187981e-02
3.241441255413101546e-02
# ;
3.410898348642786571e-02
3.292766694493516610e-02
# ;
1.421085471520200372e-14
1.705302565824240446e-13
# ;
8.104101353954169806e-02
4.684781576591749014e-02
# ;
1.684365661340133657e-01
9.400211948167085108e-02
# ;
4.436135931772376417e-01
3.510541321952759808e-01
# ;
1.399130594576353803e-01
2.709080313522816974e-01
# ;
4.125018497339388163e-02
4.812448724098878500e-02
# ;
1.101630240866388499e+00
2.988375701534112805e-01
# ;
8.405128228968011816e-01
7.484019736842782988e-01
# ;
1.740355406117214676e-01
1.476992346788698507e+00
# ;
3.676312415803404399e-01
1.481491164337260358e+00
# ;
7.305368568442263122e-01
1.189320784217089422e+00
# ;
8.561701842446035604e-01
3.768441078071858574e-01
# ;
9.651372138646073795e-01
1.332257222156321586e+00
# ;
3.836933093564701691e-01
6.058057600116016905e-01
# ;
1.724587812928491670e-01
1.356675094690434347e-01
# ;
1.718746018683830756e-01
2.096592316799368860e-01
# ;
8.488558013756608567e-02
1.111265448971600067e-01
# ;
9.203529945914769306e-02
1.896763933116186740e-01
# ;
7.586793410766243251e-02
2.940434774962807918e-01
# ;
1.072252323893475578e-01
1.873245204222298010e-01
# ;
9.534540302295205216e-02
6.547514463598187728e-02
# ;
1.026475805992077966e-01
1.433180462123162080e+00
# ;
1.209254266934755850e-01
4.786921867272779796e-01
# ;
1.713751290048680931e-01
3.899744459095506044e-01
# ;
2.459375969547953067e-01
8.386629072862900047e-01
# ;
9.588599585831256156e-02
9.652495590666776426e-02
# ;
5.496136227698698168e-02
7.199817917638620668e-02
# ;
1.406643990669617650e-01
1.708302152362112802e-01
# ;
1.233310823308390924e+00
2.433738588908477829e-01
# ;
1.228330781824633178e+00
3.318601099052780334e-01
# ;
1.226988400815667735e+00
3.362918211272872271e-01
# ;
1.520508414087839988e+00
3.304373668585972590e-01
# ;
1.464719230923106075e+00
3.379987980403442727e-01
# ;
1.343079856258518445e+00
2.925833239441493205e-01
# ;
1.397839635256432844e+00
8.817384420703219261e-01
# ;
4.033942707010145234e-01
1.687494320295595263e-01
# ;
1.249893698645606205e-01
8.155404718766237626e-02
# ;
2.674357270574563294e-01
1.735677203486566123e-01
# ;
1.779590200958394430e-01
1.698031812868845691e-01
# ;
1.174292231379603152e-03
7.729933275142707692e-03
# ;
1.336347963277511319e-01
1.564238114256855383e-01
# ;
2.453282363808048563e-04
5.800875892633377412e-04
# ;
9.073697964497680346e-02
7.764204109426728340e-02
# ;
1.585861381084306410e-01
1.003491573659349295e-01
# ;
2.443834509492658902e-01
1.193729477736424072e-01
# ;
4.222727486089736942e-03
5.401713755073972792e-03
# ;
1.554139336432567020e-01
2.614540936235895674e-01
# ;
4.175585863899398675e-01
8.489093698510193908e-01
# ;
3.254073043417196609e-01
1.794160156336937761e-01
# ;
2.854612052743464301e-01
2.427288997642047252e-01
# ;
4.433676075256232085e-01
2.110759332539793864e-01
# ;
3.783451515208569038e-01
7.891598269178565772e-01
# ;
6.278608974200371173e-02
8.410099702115807208e-02
# ;
6.708330639721790493e-03
1.105827742479776818e-02
# ;
1.421085471520200372e-14
0.000000000000000000e+00
# ;
4.988413273586497082e-02
4.063410880311048301e-02
# ;
1.658423430561298262e-01
6.393430905492412941e-02
# ;
1.657845747851727503e-01
1.959134474815045213e-01
# ;
3.490045102736181182e-01
3.925074114869054331e-01
# ;
1.885081536349355880e-01
2.014278234245808485e-01
# ;
7.321667342734218265e-01
6.932031596919556726e-01
# ;
1.999055013884231402e-01
4.561361017161454090e-02
# ;
1.006346193893742774e-01
3.335791120368507973e-02
# ;
8.475180490196372596e-02
3.194787936986683008e-02
# ;
6.682903154640262855e-02
3.129208105686409613e-02
# ;
7.023985840312389761e-02
3.317479703478883046e-02
# ;
6.954924109049945291e-02
3.340590205412308222e-02
# ;
7.139938827488929995e-02
3.421881691114349311e-02
# ;
7.283187786782438500e-02
3.525512407778167573e-02
# ;
7.312486083410101034e-02
3.534087916876442470e-02
# ;
