9.846197009948767231e-01,2.494691976089733534e-10,2.804630959153223557e+01,-2.907717621507885042e+00,9.420535984380510003e-07
2.494691976091851116e-10,9.846197009948767231e-01,2.907718595790072413e+00,2.804630968585888695e+01,9.420535984380510003e-07
2.804630959153223557e+01,2.907718595790100835e+00,1.640567016564353253e+03,9.423290786685356579e-04,1.661458222841152637e-03
-2.907717621507856620e+00,2.804630968585911432e+01,9.423290813970197632e-04,1.640567384949652478e+03,2.017657579769681006e-03
9.420535984380577765e-07,9.420535984380577765e-07,1.661458222841152637e-03,2.017657579769681006e-03,8.533689074639606531e+01
# ;
8.275541266528527728e-01,-1.856862697804073647e-02,1.768447126773209277e+01,-3.773368193345355337e+00,1.990304243619625589e-05
-1.856862697804062545e-02,8.123399971417191168e-01,5.392891592393365130e-01,1.586234654902311547e+01,1.771003802686112454e-05
1.768447126773207856e+01,5.392891592393365130e-01,7.662335154575489469e+02,-1.379683062969799039e+02,3.102690232177604361e-03
-3.773368193345355337e+00,1.586234654902312968e+01,-1.379683062969799039e+02,5.619202204195189552e+02,3.028680778230431227e-03
1.990304243619626945e-05,1.771003802686112454e-05,3.102690232177605228e-03,3.028680778230431227e-03,8.533944237242836550e+01
# ;
9.964771837680928002e-01,2.695364717484878374e-10,1.334236626519759739e+01,-2.984729645754896410e+00,2.086212694159695485e-06
2.695364717450997056e-10,9.964776719283463535e-01,2.984318178994158188e+00,1.334051785648262012e+01,2.085923605899204017e-06
1.334236626519759739e+01,2.984318178994044501e+00,2.718033275478519499e+02,1.570480517860005421e+00,6.476386417782788174e-03
-2.984729645754896410e+00,1.334051785648216537e+01,1.570480517852729463e+00,2.784589349327943637e+02,1.001235299865129574e-02
2.086212694159587065e-06,2.085923605899204017e-06,6.476386417782786439e-03,1.001235299865129574e-02,8.534947838481954818e+01
# ;
9.702478880869414013e-01,-2.981197110760169799e-04,3.670908639493291048e+01,-2.649859918931298353e+00,1.382869361128206119e-06
-2.981197110760724911e-04,9.707749595068904114e-01,3.141841663653892169e+00,3.629644030764961826e+01,1.561834206202062053e-06
3.670908639493268311e+01,3.141841663653892169e+00,2.067754096871838556e+03,-2.018688607723832433e+02,1.004828288787399737e-03
-2.649859918931298353e+00,3.629644030764939089e+01,-2.018688607723827886e+02,2.392995224231977772e+03,1.165965833087068007e-03
1.382869361128206119e-06,1.561834206202048500e-06,1.004828288787399737e-03,1.165965833087067791e-03,8.533705729878826673e+01
# ;
9.820019933250137001e-01,2.818976262780603648e-04,2.103065269278999949e+01,-3.124210606493420528e+00,2.616509997073452167e-06
2.818976262780603648e-04,9.774086408955824368e-01,2.820676737539741907e+00,2.234766564608173667e+01,3.049973195592097083e-06
2.103065269278999949e+01,2.820676737539741907e+00,1.224033573247099412e+03,5.221389294901655376e+01,2.653522334363853617e-03
-3.124210606493420528e+00,2.234766564608196404e+01,5.221389294901700850e+01,8.785083059146745654e+02,3.161540100978232296e-03
2.616509997073452167e-06,3.049973195592124188e-06,2.653522334363852750e-03,3.161540100978231429e-03,8.534075316065475647e+01
# ;
6.900984086384409633e-01,7.915959177703180485e-04,1.358646192621563387e+01,-1.953487023584216331e+00,2.088113013728132782e-05
7.915959177703345284e-04,6.816159871878100240e-01,2.159062803395202401e+00,1.220411114610692493e+01,2.258664397525647209e-05
1.358646192621563031e+01,2.159062803395200625e+00,6.137186820800183114e+02,1.231508442131607239e+01,3.004775960083210743e-03
-1.953487023584214555e+00,1.220411114610692493e+01,1.231508442131632819e+01,3.902352743361756779e+02,3.167431837650887521e-03
2.088113013728133460e-05,2.258664397525648565e-05,3.004775960083210309e-03,3.167431837650887521e-03,8.534173321724887273e+01
# ;
8.458407968923973286e-01,-5.101625485578270558e-03,8.244438699211805499e+00,-2.690356166262233728e+00,1.262420781914342727e-04
-5.101625485578242802e-03,8.091430362203277937e-01,2.273262571673257071e+00,7.190771019641527317e+00,1.410095840951678401e-04
8.244438699211812605e+00,2.273262571673253518e+00,1.301508053248132342e+02,-7.819982424083391948e+00,1.070696000366182579e-02
-2.690356166262233728e+00,7.190771019641527317e+00,-7.819982424083349315e+00,1.002552016064487361e+02,1.349176197737700367e-02
1.262420781914341643e-04,1.410095840951678401e-04,1.070696000366182232e-02,1.349176197737700714e-02,8.535658656330078031e+01
# ;
5.852541363348019443e-01,-4.186799096296944106e-03,5.997343491631925261e+00,-1.864715494621648428e+00,1.843469229180533958e-04
-4.186799096296940637e-03,5.667305051702467011e-01,1.588473326158295285e+00,5.535042884236707650e+00,2.094904823363301122e-04
5.997343491631928813e+00,1.588473326158295063e+00,1.763952342478634705e+02,-4.365634292413112405e+00,1.103641253658092791e-02
-1.864715494621647984e+00,5.535042884236706762e+00,-4.365634292413094641e+00,1.650657226959282866e+02,1.174956382488257997e-02
1.843469229180534500e-04,2.094904823363301664e-04,1.103641253658092791e-02,1.174956382488258171e-02,8.535838375965765579e+01
# ;
