1.650000002900147322e+01
5.200000009139859003e+01
# ;
3.548902041691145826e+01
1.043982410027074366e+02
# ;
3.504757513539860980e+01
1.052371095967464640e+02
# ;
3.574534834223607049e+01
1.054356895719912899e+02
# ;
3.717265515940322018e+01
1.055741629375518897e+02
# ;
3.916616700432788889e+01
1.055776602769921340e+02
# ;
3.847882443406307118e+01
1.059746917152578192e+02
# ;
3.867362614693394107e+01
1.063959706494881345e+02
# ;
3.822897029296332505e+01
1.068904011256957745e+02
# ;
2.941180547419758184e+01
1.088999524534031877e+02
# ;
1.629701264012287965e+01
1.100153849689087195e+02
# ;
2.056909355543108475e+01
1.095310225154333068e+02
# ;
3.593988682933464673e+01
1.075962767950433800e+02
# ;
3.535730015375135338e+01
1.077171059738984269e+02
# ;
3.504315475830700422e+01
1.077824082743943563e+02
# ;
3.484758618385202311e+01
1.072628296857871817e+02
# ;
3.471287108411834055e+01
1.073787799793313127e+02
# ;
3.461548630404063687e+01
1.074648448514302288e+02
# ;
3.442063292049945034e+01
1.075291072265247294e+02
# ;
3.437546053509884558e+01
1.075803075413303986e+02
# ;
3.531301128108982823e+01
1.074295506386326053e+02
# ;
3.969639826910641744e+01
1.068598564150161678e+02
# ;
4.128318461197139300e+01
1.066025999159822959e+02
# ;
4.439122961093403319e+01
1.060986827932030252e+02
# ;
4.532029291117523684e+01
1.059729231140978101e+02
# ;
6.296575075624440387e+01
1.059562680626617066e+02
# ;
9.743663570470026514e+01
1.120940860905944305e+02
# ;
9.952809076409270972e+01
1.110963685665609262e+02
# ;
1.073987586510542798e+02
1.031580569299634789e+02
# ;
1.114214886884251001e+02
9.397287297860940214e+01
# ;
1.125937249493886441e+02
9.234398526219609948e+01
# ;
1.162545598505368645e+02
8.757099662345873980e+01
# ;
1.173860304567108983e+02
8.706418831452410245e+01
# ;
1.180260026646370619e+02
8.701155852125904744e+01
# ;
1.184252455196844380e+02
8.679152062661513867e+01
# ;
1.185260915278246188e+02
8.665538540824614699e+01
# ;
1.185966152089676626e+02
8.655928670865546337e+01
# ;
1.186451627834564135e+02
8.661294360876904364e+01
# ;
1.187909952175541832e+02
8.676328415177323450e+01
# ;
1.191123815483161792e+02
8.688362713496840684e+01
# ;
1.196827461197620011e+02
8.720209622627938018e+01
# ;
1.215609980590901529e+02
8.857732558774901577e+01
# ;
1.232749858085512642e+02
8.994003638684688440e+01
# ;
1.236814021448949035e+02
9.031750081920539230e+01
# ;
1.245988610674459665e+02
9.111190546625968523e+01
# ;
1.260133487402610228e+02
9.220313309025256387e+01
# ;
1.270930744111812203e+02
9.288632483944154217e+01
# ;
1.277420307451583312e+02
9.335569092300009686e+01
# ;
1.279985937024024878e+02
9.366295029005341632e+01
# ;
1.283247440105949124e+02
9.387795382483719209e+01
# ;
1.285777241116729499e+02
9.399103596576699715e+01
# ;
1.286873229221132817e+02
9.384665294166785543e+01
# ;
1.287444696613961526e+02
9.349176751449539324e+01
# ;
1.288433763428974999e+02
9.296779906428848506e+01
# ;
1.289363576993119409e+02
9.222030876775136221e+01
# ;
1.289865250432658286e+02
9.125719449802406302e+01
# ;
1.289949677081804111e+02
9.050328610653481576e+01
# ;
1.289958503402228018e+02
9.019038805899717204e+01
# ;
1.288203123344723338e+02
8.978852020206447548e+01
# ;
1.285296469941530404e+02
8.940724905328175964e+01
# ;
1.282921994106552290e+02
8.916822991896898998e+01
# ;
1.281509836089332168e+02
8.904926327629145533e+01
# ;
1.280674591548427372e+02
8.899102944260418724e+01
# ;
1.280319903988708745e+02
8.897626293384712426e+01
# ;
1.280134223989560667e+02
8.897361919625130611e+01
# ;
1.280000254846251551e+02
8.882270129478645515e+01
# ;
1.279957998652033808e+02
8.864538168898950232e+01
# ;
1.279951499267245651e+02
8.850177656073994115e+01
# ;
1.279953462726155493e+02
8.839649360101219600e+01
# ;
1.279956343303163209e+02
8.832642994216273280e+01
# ;
1.279958476635659110e+02
8.828195620799083088e+01
# ;
1.279953584912372833e+02
8.813223801464644680e+01
# ;
1.279951291476681803e+02
8.801346510461328876e+01
# ;
1.279950509323333421e+02
8.791728206145242552e+01
# ;
1.279950621056655251e+02
8.783776748923192201e+01
# ;
1.279951265332396986e+02
8.777090788012397127e+01
# ;
1.279952235949611321e+02
8.771371414324993054e+01
# ;
1.279953377721793117e+02
8.766445677639006817e+01
# ;
1.279954609199747466e+02
8.762156169492240565e+01
# ;
1.279955878441624861e+02
8.758385051557387158e+01
# ;
1.279430332278455751e+02
8.755024196497237199e+01
# ;
1.278957190856110202e+02
8.752029112512292386e+01
# ;
1.278528357109799458e+02
8.749337896651502433e+01
# ;
1.278136562803025811e+02
8.742017437564612692e+01
# ;
1.277339814907265350e+02
8.735315802552058528e+01
# ;
1.276163850728840998e+02
8.728998195331816135e+01
# ;
1.274097933814668551e+02
8.720408199828874274e+01
# ;
1.239419626149958589e+02
8.601778770731291957e+01
# ;
1.228819803582173478e+02
8.591379825250750457e+01
# ;
1.221593538954952862e+02
8.612570458586017708e+01
# ;
1.208536214770476107e+02
8.655288461657706023e+01
# ;
1.193423480323596095e+02
8.698820271462443543e+01
# ;
1.179626139705190724e+02
8.686508923505979851e+01
# ;
1.163450493450985874e+02
8.640262727318578584e+01
# ;
1.150217438779437771e+02
8.612325066151528574e+01
# ;
1.140458120438281355e+02
8.602124551304281397e+01
# ;
1.124967525273516742e+02
8.592685195067291204e+01
# ;
1.106893980750293451e+02
8.610383401643116486e+01
# ;
1.096920070711668700e+02
8.645302019558543805e+01
# ;
1.087505874881000949e+02
8.669416915494151965e+01
# ;
1.070181704018150697e+02
8.689800404682671342e+01
# ;
1.045254146229428756e+02
8.726128594317459886e+01
# ;
1.026275837458123732e+02
8.772289387149783124e+01
# ;
1.006240058646387325e+02
8.795843425941252747e+01
# ;
9.728268599790335713e+01
8.836683147481932110e+01
# ;
9.441471336473948384e+01
8.876787233798171428e+01
# ;
9.170418998962648516e+01
8.900333524013043984e+01
# ;
8.809258715835701992e+01
8.923030927189806505e+01
# ;
8.584684948018463047e+01
8.928007907641158170e+01
# ;
8.368790948808273811e+01
8.931405742166695916e+01
# ;
8.074096464667302087e+01
8.939225416309723471e+01
# ;
7.965619195174818401e+01
8.932212269002749849e+01
# ;
7.822747376940708364e+01
8.926015990736377148e+01
# ;
7.594021859852267653e+01
8.913484636993119636e+01
# ;
7.254711029317310533e+01
8.902184760764720295e+01
# ;
7.008331151191065089e+01
8.899742182509139354e+01
# ;
6.769055183676552190e+01
8.917537966348535861e+01
# ;
6.446005181946948426e+01
8.959365832336530389e+01
# ;
6.319684370723319233e+01
8.974101933052450875e+01
# ;
6.044570002695033395e+01
8.990218304025513874e+01
# ;
5.883719480216092990e+01
8.996846166268919376e+01
# ;
5.518777732145238701e+01
9.008748604722362074e+01
# ;
5.406541861410260452e+01
9.008421874309989619e+01
# ;
5.201418478709462789e+01
9.011354408274277716e+01
# ;
5.057146978750731137e+01
9.010512290385028678e+01
# ;
4.927400816278537832e+01
8.995842385348676373e+01
# ;
4.661064839738454424e+01
8.891538439114758319e+01
# ;
4.526734971728416212e+01
8.785150518243388262e+01
# ;
4.328390840802077122e+01
8.688634875540618907e+01
# ;
4.154747299966078344e+01
8.641927324169149927e+01
# ;
4.012068884236214217e+01
8.614848027133953678e+01
# ;
3.757167831740613195e+01
8.598160727572529538e+01
# ;
3.435103551445102710e+01
8.552091488260312246e+01
# ;
3.313453709242498491e+01
8.547820620286513815e+01
# ;
3.166919948704405030e+01
8.536533418542373397e+01
# ;
3.020141083848287522e+01
8.515111774935286348e+01
# ;
2.820805797767594925e+01
8.471378964403356804e+01
# ;
2.677847211522356119e+01
8.411894577587250410e+01
# ;
2.485510359479681952e+01
8.286588061613575462e+01
# ;
2.382406969386528672e+01
8.126639032659858231e+01
# ;
2.261387328726399915e+01
7.780139560455337744e+01
# ;
2.341204106492465797e+01
7.377253454594503523e+01
# ;
2.385332551588757255e+01
7.056562684483010628e+01
# ;
2.444825134462598015e+01
6.631135972869452644e+01
# ;
2.573514997184682329e+01
6.416608121067241655e+01
# ;
2.711606598280672031e+01
6.281889161058609261e+01
# ;
2.882731799832980002e+01
6.062740474550434300e+01
# ;
3.147920462820926701e+01
5.791313702492053750e+01
# ;
3.300417048155363631e+01
