4.961385727843605764e-01,0.000000000000000000e+00,1.418348994640132332e+01,0.000000000000000000e+00
0.000000000000000000e+00,4.961385727843605764e-01,0.000000000000000000e+00,1.418348994640132332e+01
1.418348994640132332e+01,0.000000000000000000e+00,1.235656772415721207e+03,0.000000000000000000e+00
0.000000000000000000e+00,1.418348994640132332e+01,0.000000000000000000e+00,1.235656772415721207e+03
# ;
4.450042795115471961e-01,-1.718389436451039920e-02,1.187833837116029656e+01,-1.066491149122768434e+00
-1.718389436451039920e-02,4.233605606841264191e-01,-1.755270233893369891e+00,9.287298273444370977e+00
1.187833837116028235e+01,-1.755270233893362786e+00,6.938167867805577771e+02,-1.089380631096782963e+02
-1.066491149122764881e+00,9.287298273444363872e+00,-1.089380631096782963e+02,4.055543022762103647e+02
# ;
4.991318477989352687e-01,-1.370763662787799280e-18,6.793345795856112090e+00,1.072631222355147403e-14
-1.370763662838286378e-18,4.991319663853914790e-01,1.072631222355147403e-14,6.792417849452704104e+00
6.793345795855657343e+00,1.072631222355263207e-14,1.749745666731469100e+02,-8.393407050111777497e-11
1.072631222355020869e-14,6.792417849452704104e+00,-8.393407050111778789e-11,1.822358058828467620e+02
# ;
4.924705974428960076e-01,-8.909006201607283515e-05,1.868706848972965417e+01,1.428402815485210198e-01
-8.909006201612834630e-05,4.925746402641522081e-01,1.453078671375873654e-01,1.851859983011559052e+01
1.868706848972965417e+01,1.453078671375891417e-01,1.337605813222828147e+03,-2.329461804804387839e+02
1.428402815485192434e-01,1.851859983011536315e+01,-2.329461804804388407e+02,1.613486810415139189e+03
# ;
4.953116595766573482e-01,2.531719273601851228e-04,1.079951341351534211e+01,-1.930615787592842025e-01
2.531719273592969444e-04,4.940884334777067011e-01,-1.632308720410335923e-01,1.150276289745693248e+01
1.079951341351534211e+01,-1.632308720410051706e-01,8.982067079238513543e+02,1.059514527457741906e+02
-1.930615787593055188e-01,1.150276289745681879e+01,1.059514527457739632e+02,5.132120015282816894e+02
# ;
3.578752190344416384e-01,2.866387494933207020e-03,8.004088073936465264e+00,4.019809489544616810e-01
2.866387494933151509e-03,3.476919849826268782e-01,4.075658905860575221e-01,6.546503505756788854e+00
8.004088073936465264e+00,4.075658905860555237e-01,4.516365484122768521e+02,5.708557249631637376e+01
4.019809489544554637e-01,6.546503505756737340e+00,5.708557249631672903e+01,2.428992180068386801e+02
# ;
4.572820099826691020e-01,2.427670633882786366e-04,5.623266817484186220e+00,-1.646095331873986822e-03
2.427670633882751672e-04,4.466260385411424672e-01,-1.026186138911991397e-02,5.310812925113985727e+00
5.623266817484186220e+00,-1.026186138911991397e-02,1.916169478425267698e+02,6.963720166107778553e-02
-1.646095331874042333e-03,5.310812925113985727e+00,6.963720166107800758e-02,1.781581681949346603e+02
# ;
4.294603500658698003e-01,1.106428719355748158e-03,1.301884675332622976e+01,-4.664514104237693637e-02
1.106428719355748158e-03,4.293562306793297090e-01,-6.442791843273165675e-02,1.305588173404755992e+01
1.301884675332621555e+01,-6.442791843273187880e-02,1.179810159000875956e+03,1.543190017840224471e+00
-4.664514104237693637e-02,1.305588173404755992e+01,1.543190017840224471e+00,1.165116744432124506e+03
# ;
4.730254751808065095e-01,2.330401236630280648e-04,1.000079836262119670e+01,-2.477226522132092157e-02
2.330401236630141870e-04,4.730777541429080912e-01,-2.099406671489356668e-02,9.985306161514074574e+00
1.000079836262116828e+01,-2.099406671489401077e-02,4.385060123299485895e+02,2.628955995926290257e+00
-2.477226522132092157e-02,9.985306161514046153e+00,2.628955995926295586e+00,4.384227241393546137e+02
# ;
4.664441670538082008e-01,-2.132173583167529252e-03,9.951040413078146685e+00,2.171804548815066127e-01
-2.132173583167584763e-03,4.627695769148081339e-01,1.496187930156320789e-01,1.011519076737602063e+01
9.951040413078175106e+00,1.496187930156303025e-01,5.229793758336109022e+02,-1.526214756561307695e+01
2.171804548815075009e-01,1.011519076737600642e+01,-1.526214756561303432e+01,5.177912028605551313e+02
# ;
4.241996677929278370e-01,-5.152775334823882225e-04,5.504222968677115801e+00,-4.637814559368924616e-02
-5.152775334823882225e-04,4.241925908494721398e-01,-5.652897714207716362e-02,5.490045756332332161e+00
5.504222968677115801e+00,-5.652897714207705260e-02,1.231756220114040161e+02,-5.090063928273579563e+00
-4.637814559368924616e-02,5.490045756332328608e+00,-5.090063928273579563e+00,1.201048808681367746e+02
# ;
4.931938404453148905e-01,-4.248844368352190778e-121,1.883907081265215311e+01,4.345792504110422426e-119
-4.248844368355712880e-121,4.931935230124153691e-01,1.085153874704505036e-117,1.883994944926098469e+01
1.883907081265215311e+01,1.085153874704533213e-117,1.187834051964477112e+03,7.270312784599279627e-116
4.345792504108168280e-119,1.883994944926098469e+01,7.270312784599200732e-116,1.185402034736980568e+03
# ;
4.281005623607727628e-01,5.095167786887816463e-04,8.297779200165123825e+00,5.213771673421496722e-02
5.095167786887816463e-04,4.288775868368106536e-01,1.658214733480500858e-02,8.394262773285632306e+00
8.297779200165123825e+00,1.658214733480511960e-02,2.502519673971536349e+02,1.696814190157331481e+00
5.213771673421496722e-02,8.394262773285632306e+00,1.696814190157331481e+00,2.606816484774969922e+02
# ;
4.906207719911712672e-01,-9.441895803489336325e-07,2.197283747601863979e+01,6.593498421983146063e-04
-9.441895803489336325e-07,4.906164066901119725e-01,8.051698940527013404e-04,2.197896097453644870e+01
2.197283747601863979e+01,8.051698940527152182e-04,1.861803716586604423e+03,-5.622691178978642679e-01
6.593498421982868507e-04,2.197896097453667608e+01,-5.622691178978647120e-01,1.851032108389641508e+03
# ;
4.986305791711629354e-01,-1.058850380597498031e-05,7.848732354527328425e+00,1.131105933045262191e-02
-1.058850380575293570e-05,4.985821251388813380e-01,1.135654469387858967e-02,7.900715886477883032e+00
7.848732354526873678e+00,1.135654469387858967e-02,2.679335015868491610e+02,-1.213552647350226721e+01
1.131105933044906919e-02,7.900715886477428285e+00,-1.213552647350232405e+01,2.117782965264923405e+02
# ;
4.935484252751862755e-01,-1.604893527979572854e-06,1.818586355799698140e+01,2.996483946187247782e-03
-1.604893527979572854e-06,4.935408568371215665e-01,3.014388693044198209e-03,1.820031266022238015e+01
1.818586355799675403e+01,3.014388693044212086e-03,1.022629923603402858e+03,-5.739521194010086091e+00
2.996483946187233904e-03,1.820031266022215277e+01,-5.739521194010087868e+00,9.943029685031870031e+02
# ;
4.918481284926734531e-01,6.294854026620555487e-04,1.421281385170982503e+01,-4.011787432507034623e-01
6.294854026624996379e-04,4.933091368596436155e-01,-4.057842398895772362e-01,1.328172064662396679e+01
1.421281385170971134e+01,-4.057842398895843417e-01,8.215622016531269765e+02,2.580699872649711324e+02
-4.011787432507105677e-01,1.328172064662396679e+01,2.580699872649717008e+02,1.412189938106908812e+03
# ;
4.957848320188062985e-01,-1.563495700712680403e-05,1.411309392530324658e+01,1.570261710747544726e-02
-1.563495700709904845e-05,4.958099204534605065e-01,3.393467309887077121e-02,1.410684917907883573e+01
1.411309392530324658e+01,3.393467309887032712e-02,5.988787917132867733e+02,-2.876585379128795950e+01
1.570261710747633543e-02,1.410684917907883573e+01,-2.876585379128791686e+01,5.868028320840821834e+02
# ;
4.973878991214348844e-01,-1.547789231927387821e-06,1.156449744501105670e+01,2.874330756616250149e-03
-1.547789231920448927e-06,4.973875511066552235e-01,2.905958870058955590e-03,1.156500876546897416e+01
1.156449744501105670e+01,2.905958870058733545e-03,3.566807830002217088e+02,-5.584721236563352065e+00
2.874330756616250149e-03,1.156500876546851941e+01,-5.584721236563353841e+00,3.562983867440634640e+02
# ;
4.847327087859678585e-01,-5.719070816818938585e-05,2.727380372283903398e+01,6.882325710731374002e-02
-5.719070816819632475e-05,4.845800897828915765e-01,6.850843295094710683e-02,2.745584034929652262e+01
2.727380372283914767e+01,6.850843295094799501e-02,2.256942668008385226e+03,-8.256076603452217455e+01
6.882325710731351798e-02,2.745584034929652262e+01,-8.256076603452220297e+01,2.040358224684146990e+03
# ;
4.979251814637279949e-01,-3.188457980252135116e-06,1.005391488110944920e+01,3.415147899603621084e-03
-3.188457980252135116e-06,4.979256438047769961e-01,3.783808307652236635e-03,1.005261073902420321e+01
1.005391488110990394e+01,3.783808307651792546e-03,2.647842376114494982e+02,-4.531217777589994000e+00
3.415147899604065174e-03,1.005261073902420321e+01,-4.531217777589972684e+00,2.661893142474727938e+02
# ;
4.314505261420733540e-01,8.442147504074057340e-07,3.902430266854928220e+00,-3.107901757902686510e-04
8.442147504073989578e-07,4.328342378245970679e-01,-3.382535275568070848e-03,3.971738831234933542e+00
3.902430266854928220e+00,-3.382535275568074318e-03,4.802990437806872137e+01,-1.847009647754880024e-01
-3.107901757902684341e-04,3.971738831234933542e+00,-1.847009647754880024e-01,5.149364882432647050e+01
# ;
4.971612672015055523e-01,4.780619996874388433e-09,1.223873230941444490e+01,-4.176098273335048655e-06
4.780619996874388433e-09,4.971612501880002810e-01,-2.638015525285018238e-05,1.223882874126911702e+01
1.223873230941444490e+01,-2.638015525285039922e-05,5.617365148321769084e+02,2.304431656042562129e-02
-4.176098273335482336e-06,1.223882874126911702e+01,2.304431656042564905e-02,5.612190173372728168e+02
# ;
3.536952772350657748e-01,-1.314344012978635803e-03,7.614698227037404621e+00,-2.609737108054360766e-02
-1.314344012978637538e-03,3.456716388111743532e-01,-2.798373571190299058e-02,7.439682515989577638e+00
7.614698227037404621e+00,-2.798373571190293507e-02,3.576738575826560123e+02,-2.262422715960115127e-01
-2.609737108054360766e-02,7.439682515989577638e+00,-2.262422715960106245e-01,3.553566569957201295e+02
# ;
4.224665632826463124e-01,-7.386125271580390450e-04,6.021929839053470346e+00,-1.225043456220609173e-02
-7.386125271580355756e-04,4.185259060769910278e-01,-1.120819695912478320e-02,5.970757985733044393e+00
6.021929839053477451e+00,-1.120819695912483871e-02,1.458682617797438752e+02,-2.822776604351391327e-01
-1.225043456220614724e-02,5.970757985733051498e+00,-2.822776604351400209e-01,1.442944121877132488e+02
# ;
4.774515217480086449e-01,-2.576821544439389378e-04,1.195207827051396521e+01,4.077816149530488765e-02
-2.576821544439250600e-04,4.754090146491538604e-01,5.413650110572842955e-02,1.240065160264481392e+01
1.195207827051396521e+01,5.413650110572842955e-02,7.194039366036486172e+02,-8.620610779260118761e+00
4.077816149530533174e-02,1.240065160264478550e+01,-8.620610779260115208e+00,6.151118535514215182e+02
# ;
4.120126141301723166e-01,-2.742318575340348813e-04,6.778295704977004732e+00,-2.958646510058174361e-02
-2.742318575340366160e-04,4.084307128928583719e-01,-2.726220198836226682e-02,6.431032800701331098e+00
6.778295704977004732e+00,-2.726220198836226682e-02,1.971981968209424849e+02,-2.942896982867968525e+00
-2.958646510058177137e-02,6.431032800701331098e+00,-2.942896982867969413e+00,1.634250306729721274e+02
# ;
4.726097496917969210e-01,1.140471421116881480e-120,3.645638862098519439e+01,-4.834257407565619632e-118
1.140471421116837453e-120,4.726069374009238544e-01,-4.225996325106733701e-118,3.646013177659006033e+01
3.645638862098519439e+01,-4.225996325106677347e-118,4.809926081618395983e+03,-1.393041318807264645e-115
-4.834257407565619632e-118,3.646013177659006033e+01,-1.393041318807268252e-115,4.804943946228413552e+03
# ;
4.798472920901062366e-01,5.943134830568158611e-06,9.659755619429176932e+00,1.111279962113287390e-02
5.943134830568592292e-06,4.796406263223218502e-01,3.521601452184663916e-05,9.657190408413725891e+00
9.659755619429262197e+00,3.521601452186051695e-05,2.868704247008226957e+02,6.584883899314242228e-02
1.111279962113281838e-02,9.657190408413782734e+00,6.584883899314064593e-02,2.872747996627786051e+02
# ;
3.923027600179063157e-01,1.946048726418460675e-04,4.323788387190321103e+00,1.124446404879547723e-02
1.946048726418460675e-04,3.923751883921708927e-01,1.317004471522086051e-02,4.327382596486915034e+00
4.323788387190321103e+00,1.317004471522086051e-02,2.883946411500261320e+02,7.609458588513586808e-01
1.124446404879549111e-02,4.327382596486916810e+00,7.609458588513589028e-01,2.884543787706415969e+02
# ;
4.970197244617509114e-01,-5.833183571520191013e-08,1.253291693053461131e+01,7.393206485557454744e-05
-5.833183571498506970e-08,4.970198947498545294e-01,8.686485072235961002e-05,1.253271109864499522e+01
1.253291693053461131e+01,8.686485072236654892e-05,6.276539209745169501e+02,-1.100959306699864082e-01
7.393206485557454744e-05,1.253271109864499522e+01,-1.100959306699865747e-01,6.278835278611659305e+02
# ;
3.286149653396293058e-01,-3.984630778293175857e-04,7.236275311590528503e+00,-2.048074152661213954e-03
-3.984630778293175857e-04,3.288195038651027247e-01,-6.319651560653616329e-03,7.232757278291989778e+00
7.236275311590530279e+00,-6.319651560653609390e-03,3.462697672826736266e+02,1.371347486935746041e+00
-2.048074152661227831e-03,7.232757278291991554e+00,1.371347486935745819e+00,3.450458201878756199e+02
# ;
4.256809392010696413e-01,2.505614738039299572e-04,4.642998819278830069e+00,1.139400115848629436e-02
2.505614738039334266e-04,4.252398558723937683e-01,1.000428643317058386e-02,4.629093862556022287e+00
4.642998819278830069e+00,1.000428643317058386e-02,7.492538134151965323e+01,3.668648132454452870e-01
1.139400115848632211e-02,4.629093862556025840e+00,3.668648132454457311e-01,7.453745103880993383e+01
# ;
4.957235323838560248e-01,-5.293135408215854376e-06,1.495273911261597277e+01,7.893727954347173892e-03
-5.293135408201976588e-06,4.957227826481300781e-01,1.005180806543448657e-02,1.495487525037242449e+01
