7.962860893282123209e-01
1.397214572738013194e+00
# ;
4.960709393545030821e-01
3.961531744664940624e-01
# ;
5.684341886080801487e-14
2.117417352565098554e-12
# ;
5.638512069413882388e-01
7.767264452906633698e-01
# ;
4.540142308017330874e-03
4.700282881487142031e-03
# ;
5.136092278626567219e-03
5.377864355861579349e-03
# ;
1.282701158645641604e+00
5.070680021525899583e-01
# ;
2.290398216579175167e-02
2.718184233059683930e-02
# ;
7.069466277563238310e-02
1.194602625920144545e+00
# ;
6.465224600045700321e-01
2.353182823944365509e+00
# ;
1.176310121168578915e+00
2.194173006887427224e+00
# ;
9.196075729053749814e-01
2.063918007802515664e+00
# ;
2.328968864662940008e-01
8.925536075256993440e-01
# ;
1.376091937563767020e+00
6.999124001084162661e-01
# ;
6.851288166169250404e-01
8.413465079284051518e-01
# ;
1.798674783517332718e-02
1.273979368257721449e-02
# ;
4.738309802789653080e-02
6.426318012403881008e-02
# ;
8.921135901656501721e-02
8.829836633259045831e-02
# ;
1.330517235990976932e+00
4.038972742468174282e-01
# ;
1.648183625334941338e+00
4.535974614690714835e-01
# ;
1.335780333820502097e+00
4.086297741789127191e-01
# ;
1.732882926794943268e+00
8.879990028050523954e-01
# ;
6.840304990616052905e-01
7.852867984102002152e-01
# ;
1.111369113838186928e+00
5.383669237021636578e-01
# ;
1.387589812068505402e-01
2.729125047806826854e-01
# ;
5.518067138386194281e-02
6.517995264019629809e-02
# ;
5.957323808446287616e-01
1.195307821782027602e-01
# ;
4.826740147815224424e-01
1.181615940368762468e-01
# ;
5.991769863831496457e-01
1.410331256330893124e-01
# ;
6.623737869876077378e-01
1.621407239443718729e-01
# ;
3.784688583874650236e-01
4.607372803124554217e-01
# ;
1.091187208706176026e+00
4.198693606134883405e-01
# ;
1.039965039532471325e+00
6.746885201235399698e-01
# ;
5.939273369267230596e-01
1.706130509563976050e+00
# ;
1.189801670508520592e+00
2.514583795775438446e+00
# ;
9.029232629305949942e-01
5.781114456719116390e-01
# ;
2.131920356478730572e+00
1.256406262072348845e+00
# ;
1.261108323077243298e+00
1.397127986422613544e-01
# ;
2.651551132275411712e-02
2.292432922477122617e-02
# ;
1.355076436168067000e-01
5.037605643023773672e-01
# ;
5.740047292590877426e-01
1.134954017150016758e+00
# ;
1.450282017810445093e-02
7.867627729283009283e-03
# ;
5.648480471886396792e-02
6.000313154811887789e-02
# ;
2.944210551946140342e-01
3.868242402119120293e-01
# ;
5.084949152369425684e-01
8.763306395429741602e-02
# ;
1.584783590984002039e-02
1.810104635224742131e-02
# ;
6.310516734553184293e-02
6.684810337784183321e-02
# ;
1.282344552218911415e-01
1.308560938404975948e-01
# ;
9.063996483045788644e-02
1.199795482736868146e-01
# ;
8.608776841708423722e-02
2.377076338470830996e-01
# ;
1.431979769062787788e-01
1.208970104829801828e-01
# ;
1.336984171056271598e-01
1.959499942220762347e-01
# ;
2.962520300916982041e-02
2.453699127369955713e-02
# ;
7.995703418713098753e-02
6.247622320389923517e-02
# ;
2.131628207280300558e-13
1.776356839400250465e-13
# ;
1.757849312182992174e-01
1.779722670350786240e-01
# ;
1.726972445566642977e-01
1.059102991094268975e-01
# ;
1.759542653607293616e-01
7.080411968895622410e-02
# ;
1.261178185610198621e-01
1.119360143635125954e-01
# ;
8.544551986486836892e-02
2.402483432486031689e-01
# ;
8.551766767126488256e-02
1.483572871022293960e-01
# ;
2.508023600565010280e-01
2.236810384668870000e-01
# ;
8.772840224575803036e-01
2.280774959242279076e-01
# ;
8.936858799079716587e-01
1.254048076128179812e+00
# ;
7.230937317303521850e-01
1.071488878650745491e+00
# ;
7.122193630412682053e-01
9.497678496798261927e-01
# ;
7.663352011951740650e-01
6.726809092561638614e-01
# ;
1.123302889016358552e+00
2.631128653006150619e-01
# ;
