3.697303922608403126e-01
3.216284836740353481e-01
# ;
1.744330788032626145e-01
1.229415819388835152e+00
# ;
2.138503402113751395e-01
1.188519209519766084e+00
# ;
5.933630124997026252e-04
6.784375866816262906e-04
# ;
7.346647488692128469e-01
4.598529355846479594e-01
# ;
4.593026298613990810e-01
2.775456399815939834e-01
# ;
9.227947750250861669e-03
8.534392093535519627e-03
# ;
1.416501739824356232e+00
1.357891153157177733e-01
# ;
4.354338879820937591e-02
2.870260409617206299e-02
# ;
8.132194787894279908e-02
1.235415546968148537e-01
# ;
2.691705123019545010e+00
1.661579451219087900e-01
# ;
1.558106666781933880e+00
4.418845998394581365e+00
# ;
8.405406871532176138e-01
3.412381741939840119e+00
# ;
9.612211749398318350e-01
4.289162243824959475e+00
# ;
1.121114129642549528e+00
4.547884831576299192e+00
# ;
1.188226646003829323e+00
2.836890022891169760e+00
# ;
1.203604178013182535e+00
1.574314415092929575e+00
# ;
4.643222995755380000e-01
4.503959603845819060e-01
# ;
4.948631621696460980e-01
4.773692073387833523e-01
# ;
6.307667797568017320e-01
6.020824966655580202e-01
# ;
6.046128254592207929e-01
5.793895023617274820e-01
# ;
6.448325196388076108e-01
6.392387795219003355e-01
# ;
6.632756507350167086e-01
7.004603143879370997e-01
# ;
6.327794019902767131e-01
6.123581630235069850e-01
# ;
6.256601075245100674e-01
8.085000603733021318e-01
# ;
5.739390071717530989e-02
7.880348996964119113e-02
# ;
2.887543435009227721e-01
8.546799944237959412e-01
# ;
4.562297965402353217e-01
6.326645964948736101e-01
# ;
5.140423389316653435e-02
5.217699421754211364e-02
# ;
9.690516647864130806e-02
5.988392803550140336e-02
# ;
8.527577908189289124e-02
9.896447491805870911e-02
# ;
6.705805665123160120e-02
1.035109661569788425e-01
# ;
5.597797354135895798e-02
5.468423544466680108e-02
# ;
4.849120792381871742e-02
6.370978892544783279e-02
# ;
5.938343197286516384e-02
6.320498388618531194e-02
# ;
4.178871366963107792e-02
3.939568925181654441e-02
# ;
6.344782793949944877e-02
8.779197229045017370e-02
# ;
7.509147926273412876e-02
7.877100751753642049e-02
# ;
6.642070383948424361e-02
1.457161220333813567e-01
# ;
4.803567158464340514e-02
1.026390018517979036e-01
# ;
5.806075308702922377e-02
9.350524311692202939e-02
# ;
4.573866340674369313e-02
3.669475078130201434e-02
# ;
5.511502609490041837e-02
9.364212614502963328e-02
# ;
2.658062535244585800e-01
7.517185200740901241e-01
# ;
9.397587989186113877e-02
3.149801456230090224e-01
# ;
8.341545381603439335e-02
2.744481114504527808e-01
# ;
2.154508194284136813e-01
1.010236397918293338e+00
# ;
1.442513025193908338e-01
9.156869276214151254e-01
# ;
1.984895628457627181e-01
1.261327406841377563e+00
# ;
1.378425461257650197e-01
5.484374558139033518e-01
# ;
4.377161795701810069e-03
3.421229082714462907e-03
# ;
1.111804037312621729e-01
9.758737085026804314e-02
# ;
3.568342777647944691e-02
6.206919602596491781e-02
# ;
8.645019073075523031e-02
9.929710227808019596e-02
# ;
1.651966568977184802e-01
1.380133241980374958e-01
# ;
5.448129190851247472e-01
8.925969281297579938e-02
# ;
3.200696255134092283e+00
9.968542944303733222e-01
# ;
1.999208283706384488e-03
1.535803974172469336e-03
# ;
5.344712677768660214e+00
3.087147049351087968e+00
# ;
3.243127856534275266e-01
4.997120942893659157e-01
# ;
3.354145174437580534e-01
5.702764056679877624e-01
# ;
2.958026047230420414e-03
9.304253323693301506e-03
# ;
4.243678632193768549e-03
3.175189021314690774e-02
# ;
1.608749020146114928e-02
6.017280831930511137e-02
# ;
3.173140158532847949e-02
1.263458245115434420e-01
# ;
2.413638319214416739e-01
1.503874814447730690e-01
# ;
8.556479686431152018e-03
6.433930642876939214e-03
# ;
6.298517574287558485e-02
5.631800303074938757e-02
# ;
2.389499015291795536e-01
1.828452304081233659e-01
# ;
4.188554190995618098e-01
2.234119788591377442e-01
# ;
4.397638309736336959e-01
4.662623392605171890e-01
# ;
1.334519808395421003e-01
2.240202058516201633e-01
# ;
7.047061902931731625e-01
7.327264955241088451e-01
# ;
1.631494201745223860e+00
5.853472061544475746e-01
# ;
6.364294623140203111e-01
1.765313841149941387e-01
# ;
7.725112727785315991e-01
5.110200002087967874e-01
# ;
3.013214788957538359e-01
7.131589389147593994e-02
# ;
3.508011376883840571e-01
1.600664657924783407e+00
# ;
5.696786746475830387e-01
1.769734956164333406e+00
# ;
7.362332786717841193e-01
9.014339899222043595e-01
# ;
2.302281650502879251e-01
8.813874680184038968e-02
# ;
